,Year,Month,MobileWeb_or_Web,Type_of_Customers?,Where_Are_They_comming_from?,Which_Place_in_India?,How_many_Landed_on_our_Page?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button_and_started_filling_the_Form?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button_and_started_filling_the_Form_and_Completed_and_submited_the_form?
131,2019,3,0,0,Unidentified_Sources,Chennai,0.0,0.0,26782,4597
132,2019,3,0,0,Unidentified_Sources,Dehradun,0.0,0.0,31999,7250
133,2019,3,0,0,Unidentified_Sources,Indore,0.0,0.0,139677,36289
134,2019,3,0,0,Unidentified_Sources,Pune,0.0,0.0,125086,18540
135,2019,3,0,1,Came_From_Google,Bangalore,111819.0,91262.0,46090,31759
136,2019,3,0,1,Came_From_Google,Chennai,105230.0,82343.0,44461,26624
137,2019,3,0,1,Came_From_Google,Dehradun,146933.0,115121.0,53512,35853
138,2019,3,0,1,Came_From_Google,Indore,1058797.0,856308.0,531513,318744
139,2019,3,0,1,Came_From_Google,Pune,316436.0,248729.0,129296,89311
140,2019,3,0,1,Landed_on_the_page_Directly,Bangalore,277271.0,143117.0,48863,33051
141,2019,3,0,1,Landed_on_the_page_Directly,Chennai,282984.0,131430.0,47886,28514
142,2019,3,0,1,Landed_on_the_page_Directly,Dehradun,562224.0,203602.0,73034,55766
143,2019,3,0,1,Landed_on_the_page_Directly,Indore,1681867.0,969489.0,506448,348025
144,2019,3,0,1,Landed_on_the_page_Directly,Pune,1758279.0,869595.0,317158,233956
145,2019,3,0,1,Unidentified_Sources,Bangalore,69199.0,45102.0,17610,5919
146,2019,3,0,1,Unidentified_Sources,Chennai,76514.0,55544.0,23400,7965
147,2019,3,0,1,Unidentified_Sources,Dehradun,94141.0,72455.0,14656,8681
148,2019,3,0,1,Unidentified_Sources,Indore,476617.0,347670.0,163208,85290
149,2019,3,0,1,Unidentified_Sources,Pune,218631.0,150601.0,49176,27101
150,2019,3,1,0,Came_From_Google,Bangalore,0.0,0.0,54383,14456
151,2019,3,1,0,Came_From_Google,Chennai,0.0,0.0,21111,5456
152,2019,3,1,0,Came_From_Google,Dehradun,0.0,0.0,40106,12481
153,2019,3,1,0,Came_From_Google,Indore,0.0,0.0,188515,54548
154,2019,3,1,0,Came_From_Google,Pune,0.0,0.0,237173,35583
155,2019,3,1,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,135537,24616
156,2019,3,1,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,55014,9253
157,2019,3,1,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,106898,13716
158,2019,3,1,0,Landed_on_the_page_Directly,Indore,0.0,0.0,365992,99816
159,2019,3,1,0,Landed_on_the_page_Directly,Pune,0.0,0.0,651185,79489
160,2019,3,1,0,Unidentified_Sources,Bangalore,0.0,0.0,17047,3915
161,2019,3,1,0,Unidentified_Sources,Chennai,0.0,0.0,9296,1820
162,2019,3,1,0,Unidentified_Sources,Dehradun,0.0,0.0,14946,3818
163,2019,3,1,0,Unidentified_Sources,Indore,0.0,0.0,67184,17707
164,2019,3,1,0,Unidentified_Sources,Pune,0.0,0.0,70411,10896
165,2019,3,1,1,Came_From_Google,Bangalore,145053.0,105417.0,49411,34286
166,2019,3,1,1,Came_From_Google,Chennai,97654.0,66825.0,32999,20677
167,2019,3,1,1,Came_From_Google,Dehradun,180693.0,125075.0,58176,37912
168,2019,3,1,1,Came_From_Google,Indore,1244445.0,884492.0,497742,287941
169,2019,3,1,1,Came_From_Google,Pune,438963.0,308900.0,150377,103420
170,2019,3,1,1,Landed_on_the_page_Directly,Bangalore,425916.0,218468.0,65705,30064
171,2019,3,1,1,Landed_on_the_page_Directly,Chennai,236227.0,112313.0,40709,20354
172,2019,3,1,1,Landed_on_the_page_Directly,Dehradun,422065.0,194588.0,45807,18279
173,2019,3,1,1,Landed_on_the_page_Directly,Indore,2094850.0,1166286.0,473003,220526
174,2019,3,1,1,Landed_on_the_page_Directly,Pune,1514812.0,805796.0,342565,166434
175,2019,3,1,1,Unidentified_Sources,Bangalore,60889.0,42986.0,10685,4140
176,2019,3,1,1,Unidentified_Sources,Chennai,45113.0,31285.0,9388,4642
177,2019,3,1,1,Unidentified_Sources,Dehradun,61088.0,43702.0,9212,4999
178,2019,3,1,1,Unidentified_Sources,Indore,578034.0,379748.0,167053,62317
179,2019,3,1,1,Unidentified_Sources,Pune,240831.0,146432.0,44687,23924
180,2019,4,0,0,Came_From_Google,Bangalore,0.0,0.0,47204,15942
181,2019,4,0,0,Came_From_Google,Chennai,0.0,0.0,33167,9290
182,2019,4,0,0,Came_From_Google,Dehradun,0.0,0.0,41252,14879
183,2019,4,0,0,Came_From_Google,Indore,0.0,0.0,269960,91877
184,2019,4,0,0,Came_From_Google,Pune,0.0,0.0,186473,42002
185,2019,4,0,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,90526,26940
186,2019,4,0,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,65628,15763
187,2019,4,0,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,80662,21766
188,2019,4,0,0,Landed_on_the_page_Directly,Indore,0.0,0.0,400406,159749
189,2019,4,0,0,Landed_on_the_page_Directly,Pune,0.0,0.0,462838,88528
190,2019,4,0,0,Unidentified_Sources,Bangalore,0.0,0.0,29174,5643
191,2019,4,0,0,Unidentified_Sources,Chennai,0.0,0.0,24951,4517
192,2019,4,0,0,Unidentified_Sources,Dehradun,0.0,0.0,27936,6155
193,2019,4,0,0,Unidentified_Sources,Indore,0.0,0.0,136082,39882
194,2019,4,0,0,Unidentified_Sources,Pune,0.0,0.0,114020,19661
195,2019,4,0,1,Came_From_Google,Bangalore,96457.0,78817.0,41293,28898
196,2019,4,0,1,Came_From_Google,Chennai,93974.0,73164.0,39542,24166
197,2019,4,0,1,Came_From_Google,Dehradun,125274.0,95774.0,44540,29753
198,2019,4,0,1,Came_From_Google,Indore,1003725.0,814881.0,508253,310740
199,2019,4,0,1,Came_From_Google,Pune,335205.0,259989.0,137750,97733
200,2019,4,0,1,Landed_on_the_page_Directly,Bangalore,228578.0,143913.0,54792,39687
201,2019,4,0,1,Landed_on_the_page_Directly,Chennai,298956.0,156844.0,60888,38756
202,2019,4,0,1,Landed_on_the_page_Directly,Dehradun,608835.0,282007.0,131315,115748
203,2019,4,0,1,Landed_on_the_page_Directly,Indore,1664364.0,1020164.0,539867,405136
204,2019,4,0,1,Landed_on_the_page_Directly,Pune,2141373.0,931923.0,287925,205025
205,2019,4,0,1,Unidentified_Sources,Bangalore,59410.0,42794.0,17019,5196
206,2019,4,0,1,Unidentified_Sources,Chennai,66650.0,48992.0,18766,7345
207,2019,4,0,1,Unidentified_Sources,Dehradun,88939.0,66911.0,11807,6091
208,2019,4,0,1,Unidentified_Sources,Indore,425843.0,326568.0,160913,86675
209,2019,4,0,1,Unidentified_Sources,Pune,182169.0,124750.0,43132,24175
210,2019,4,1,0,Came_From_Google,Bangalore,0.0,0.0,47007,12983
211,2019,4,1,0,Came_From_Google,Chennai,0.0,0.0,18421,4578
212,2019,4,1,0,Came_From_Google,Dehradun,0.0,0.0,34689,10200
213,2019,4,1,0,Came_From_Google,Indore,0.0,0.0,184640,55435
214,2019,4,1,0,Came_From_Google,Pune,0.0,0.0,178367,37925
215,2019,4,1,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,121550,26482
216,2019,4,1,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,50800,8803
217,2019,4,1,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,92588,13756
218,2019,4,1,0,Landed_on_the_page_Directly,Indore,0.0,0.0,390267,121038
219,2019,4,1,0,Landed_on_the_page_Directly,Pune,0.0,0.0,587334,86407
220,2019,4,1,0,Unidentified_Sources,Bangalore,0.0,0.0,14423,3548
221,2019,4,1,0,Unidentified_Sources,Chennai,0.0,0.0,9071,1901
222,2019,4,1,0,Unidentified_Sources,Dehradun,0.0,0.0,13118,3375
223,2019,4,1,0,Unidentified_Sources,Indore,0.0,0.0,62190,18204
224,2019,4,1,0,Unidentified_Sources,Pune,0.0,0.0,57568,10956
225,2019,4,1,1,Came_From_Google,Bangalore,119484.0,85433.0,42592,30242
226,2019,4,1,1,Came_From_Google,Chennai,85290.0,57582.0,28881,18264
227,2019,4,1,1,Came_From_Google,Dehradun,161191.0,105883.0,48442,31273
228,2019,4,1,1,Came_From_Google,Indore,1154916.0,832148.0,482134,281953
229,2019,4,1,1,Came_From_Google,Pune,514611.0,338502.0,169384,122740
230,2019,4,1,1,Landed_on_the_page_Directly,Bangalore,394190.0,209467.0,60318,31957
231,2019,4,1,1,Landed_on_the_page_Directly,Chennai,260851.0,109594.0,39691,21442
232,2019,4,1,1,Landed_on_the_page_Directly,Dehradun,543607.0,227114.0,43172,20154
233,2019,4,1,1,Landed_on_the_page_Directly,Indore,2104969.0,1263709.0,581988,268555
234,2019,4,1,1,Landed_on_the_page_Directly,Pune,2082420.0,869290.0,320336,182355
235,2019,4,1,1,Unidentified_Sources,Bangalore,53269.0,39651.0,9228,3710
236,2019,4,1,1,Unidentified_Sources,Chennai,43959.0,28969.0,8803,4531
237,2019,4,1,1,Unidentified_Sources,Dehradun,54798.0,41200.0,7656,4134
238,2019,4,1,1,Unidentified_Sources,Indore,480617.0,351044.0,157829,62805
239,2019,4,1,1,Unidentified_Sources,Pune,201839.0,127107.0,37986,21543
240,2019,5,0,0,Came_From_Google,Bangalore,0.0,0.0,48114,15928
241,2019,5,0,0,Came_From_Google,Chennai,0.0,0.0,31910,8995
242,2019,5,0,0,Came_From_Google,Dehradun,0.0,0.0,44712,16611
243,2019,5,0,0,Came_From_Google,Indore,0.0,0.0,273795,93061
244,2019,5,0,0,Came_From_Google,Pune,0.0,0.0,204787,38929
245,2019,5,0,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,85514,25415
246,2019,5,0,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,66341,16719
247,2019,5,0,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,82890,30962
248,2019,5,0,0,Landed_on_the_page_Directly,Indore,0.0,0.0,411248,164949
249,2019,5,0,0,Landed_on_the_page_Directly,Pune,0.0,0.0,490481,93549
250,2019,5,0,0,Unidentified_Sources,Bangalore,0.0,0.0,30088,6281
251,2019,5,0,0,Unidentified_Sources,Chennai,0.0,0.0,27241,5054
252,2019,5,0,0,Unidentified_Sources,Dehradun,0.0,0.0,29811,7029
253,2019,5,0,0,Unidentified_Sources,Indore,0.0,0.0,141830,41177
254,2019,5,0,0,Unidentified_Sources,Pune,0.0,0.0,134836,23044
255,2019,5,0,1,Came_From_Google,Bangalore,96768.0,80399.0,41921,29961
256,2019,5,0,1,Came_From_Google,Chennai,88882.0,70260.0,37042,22362
257,2019,5,0,1,Came_From_Google,Dehradun,129409.0,103887.0,50080,34382
258,2019,5,0,1,Came_From_Google,Indore,984054.0,812395.0,497330,300589
259,2019,5,0,1,Came_From_Google,Pune,257543.0,201553.0,103466,72689
260,2019,5,0,1,Landed_on_the_page_Directly,Bangalore,336097.0,251880.0,164368,140800
261,2019,5,0,1,Landed_on_the_page_Directly,Chennai,282706.0,183399.0,102360,81147
262,2019,5,0,1,Landed_on_the_page_Directly,Dehradun,1412563.0,1121317.0,994925,873534
263,2019,5,0,1,Landed_on_the_page_Directly,Indore,2739053.0,2141881.0,1649732,1251258
264,2019,5,0,1,Landed_on_the_page_Directly,Pune,1715715.0,885833.0,281386,194873
265,2019,5,0,1,Unidentified_Sources,Bangalore,57452.0,43444.0,17144,6487
266,2019,5,0,1,Unidentified_Sources,Chennai,62807.0,47839.0,16796,8275
267,2019,5,0,1,Unidentified_Sources,Dehradun,90956.0,75105.0,18607,12170
268,2019,5,0,1,Unidentified_Sources,Indore,428322.0,334837.0,165764,91535
269,2019,5,0,1,Unidentified_Sources,Pune,175084.0,125768.0,42176,24023
270,2019,5,1,0,Came_From_Google,Bangalore,0.0,0.0,51394,13690
271,2019,5,1,0,Came_From_Google,Chennai,0.0,0.0,18169,4579
272,2019,5,1,0,Came_From_Google,Dehradun,0.0,0.0,38582,12082
273,2019,5,1,0,Came_From_Google,Indore,0.0,0.0,193002,63051
274,2019,5,1,0,Came_From_Google,Pune,0.0,0.0,171468,32662
275,2019,5,1,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,114608,25914
276,2019,5,1,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,49226,9478
277,2019,5,1,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,88359,15308
278,2019,5,1,0,Landed_on_the_page_Directly,Indore,0.0,0.0,399176,134575
279,2019,5,1,0,Landed_on_the_page_Directly,Pune,0.0,0.0,590193,90760
280,2019,5,1,0,Unidentified_Sources,Bangalore,0.0,0.0,16775,4058
281,2019,5,1,0,Unidentified_Sources,Chennai,0.0,0.0,10218,2129
282,2019,5,1,0,Unidentified_Sources,Dehradun,0.0,0.0,14589,3853
283,2019,5,1,0,Unidentified_Sources,Indore,0.0,0.0,68321,21137
284,2019,5,1,0,Unidentified_Sources,Pune,0.0,0.0,73956,14264
285,2019,5,1,1,Came_From_Google,Bangalore,127677.0,96947.0,46234,32871
286,2019,5,1,1,Came_From_Google,Chennai,82919.0,58621.0,28011,17565
287,2019,5,1,1,Came_From_Google,Dehradun,166025.0,122097.0,55218,35942
288,2019,5,1,1,Came_From_Google,Indore,1132444.0,862158.0,495953,295540
289,2019,5,1,1,Came_From_Google,Pune,361979.0,260517.0,114587,80423
290,2019,5,1,1,Landed_on_the_page_Directly,Bangalore,455615.0,232627.0,60144,32378
291,2019,5,1,1,Landed_on_the_page_Directly,Chennai,237684.0,105898.0,40097,21265
292,2019,5,1,1,Landed_on_the_page_Directly,Dehradun,449940.0,206742.0,46699,22075
293,2019,5,1,1,Landed_on_the_page_Directly,Indore,2037350.0,1238554.0,583882,269536
294,2019,5,1,1,Landed_on_the_page_Directly,Pune,1678176.0,879996.0,310121,171053
295,2019,5,1,1,Unidentified_Sources,Bangalore,60847.0,44519.0,11166,4560
296,2019,5,1,1,Unidentified_Sources,Chennai,43155.0,31338.0,10132,5144
297,2019,5,1,1,Unidentified_Sources,Dehradun,57591.0,45078.0,9536,5137
298,2019,5,1,1,Unidentified_Sources,Indore,482070.0,350260.0,159800,66136
299,2019,5,1,1,Unidentified_Sources,Pune,197193.0,131354.0,39327,21902
300,2019,6,0,0,Came_From_Google,Bangalore,0.0,0.0,44218,15285
301,2019,6,0,0,Came_From_Google,Chennai,0.0,0.0,29564,8713
302,2019,6,0,0,Came_From_Google,Dehradun,0.0,0.0,39036,15353
303,2019,6,0,0,Came_From_Google,Indore,0.0,0.0,237252,84775
304,2019,6,0,0,Came_From_Google,Pune,0.0,0.0,163619,41369
305,2019,6,0,0,Landed_on_the_page_Directly,Bangalore,0.0,0.0,80175,24654
306,2019,6,0,0,Landed_on_the_page_Directly,Chennai,0.0,0.0,60215,16663
307,2019,6,0,0,Landed_on_the_page_Directly,Dehradun,0.0,0.0,68980,20588
308,2019,6,0,0,Landed_on_the_page_Directly,Indore,0.0,0.0,386476,162916
309,2019,6,0,0,Landed_on_the_page_Directly,Pune,0.0,0.0,418309,90391
310,2019,6,0,0,Unidentified_Sources,Bangalore,0.0,0.0,28601,6153
311,2019,6,0,0,Unidentified_Sources,Chennai,0.0,0.0,25290,4838
312,2019,6,0,0,Unidentified_Sources,Dehradun,0.0,0.0,26354,6570
313,2019,6,0,0,Unidentified_Sources,Indore,0.0,0.0,130892,40370
314,2019,6,0,0,Unidentified_Sources,Pune,0.0,0.0,121411,23072
315,2019,6,0,1,Came_From_Google,Bangalore,90010.0,76865.0,39724,28268
316,2019,6,0,1,Came_From_Google,Chennai,82608.0,65890.0,34663,21082
317,2019,6,0,1,Came_From_Google,Dehradun,113826.0,94213.0,43122,29315
318,2019,6,0,1,Came_From_Google,Indore,867234.0,721261.0,440139,272002
319,2019,6,0,1,Came_From_Google,Pune,246068.0,191359.0,101039,72361
320,2019,6,0,1,Landed_on_the_page_Directly,Bangalore,297111.0,214867.0,112800,97076
321,2019,6,0,1,Landed_on_the_page_Directly,Chennai,307304.0,174017.0,82705,63374
322,2019,6,0,1,Landed_on_the_page_Directly,Dehradun,457465.0,185388.0,52397,38034
323,2019,6,0,1,Landed_on_the_page_Directly,Indore,1622923.0,1075866.0,589357,446361
324,2019,6,0,1,Landed_on_the_page_Directly,Pune,1522773.0,811700.0,266831,196558
